Timestamp,نام؟  (می توانید نام مستعار بگذارید الزامی به اسم واقعی نیست),سن؟,جنسیت؟,تعداد اعضای خانوار؟ (تعداد عضوی از خانواده که با هم در یک خانه زندگی میکنید),وضعیت تاهل؟,سطح تحصیلات؟,شغل؟,میانگین درآمد ماهیانه خانواده؟,تعداد اتومبیل های خانواده؟,آیا خودتان گواهی نامه رانندگی دارید؟,1- به جز خودتان،چند نفر در خانواده تان گواهی رانندگی دارند؟,2- چه مدل خودروهایی اغلب اوقات می رانید یا تمایل دارید؟,3- خودتان خودروی شخصی دارید؟,آیا قصد خرید خودرو در یکسال آینده را دارید(خرید به علت نیاز به اتومبیل نه  سرمایه گذاری)؟,4- چه مقدار معمولا سوار اتومبیل یا تاکسی می شوید؟,5- چه مقدار معمولا از وسایل نقلیه عمومی مانند اتوبوس و مترو برای انجام امور روزانه استفاده می‌کنید؟,6- چه مقدار معمولا از دوچرخه شخصی برای انجام امور روزانه استفاده می کنید؟,7- چه مقدار معمولا از دوچرخه عمومی یا اشتراکی شهرداری برای انجام امور روزانه استفاده می‌کنید؟,8- روزانه به طور متوسط چند کیلومتر سوار خودرو شخصی یا وسایل نقلیه عمومی می‌شوید؟,9- ترجیح می‌دهید تا مقصد مورد نظرتان خودتان رانندگی کنید؟,10- با روش اشتراک گذاری خودرو (Car sharing) چه مقدار آشنایی داشتید؟ (قبل از خواندن توضیح),11- بعد از خواندن توضیحات اشتراک‌گذاری خودرو، ‌چه مقدار علاقه‌مند به استفاده از این روش هستید؟ ,12- روش اشتراک گذاری خودرو در کاهش آلودگی محیط زیست موثر است. چه مقدار مسایل محیط‌زیستی برای شما اهمیت دارد و حاضر هستید برای آن هزینه بیشتری بپردازید‌، زیرا خودروهای کم مصرف و برقی ممکن است کرایه بالاتری داشته باشند؟ ,13- آیا وقتی سیستم اشتراک گذاری خودرو اجرایی شد، تمایل دارید خودروی شخصی خود را بفروشید؟,14- آیا تمایل دارید خودروی خود را در سرویس‌های اشتراک‌گذاری خودرو قرار دهید و کسب درآمد کنید؟  ,در سوال 14 اگر جوابتان خیر است دلیلش را مختصرا توضیح دهید,15- در صورت استفاده از روش کارشیرینگ، ترجیح می‌دهید هزینه عضویت سالیانه پرداخت کنید(مثلا حدود 200 هزار تومان) و در استفاده‌های روزانه تخفیف بگیرید یا بدون حق عضویت، هزینه هر سفر را پرداخت کنید؟(فرض کنید تخفیف برای هرسفر 25% قیمت عادی باشد),16- کدام روش محاسبه کرایه خودرو را ترجیح می‌دهید؟  ,بیشترین هزینه‌ای که برای کرایه ساعتی حاضر به پرداخت هستید، چقدر است؟,بیشترین هزینه‌ای که برای کرایه بر اساس 10 کیلومتر مسافت طی شده، حاضر به پرداخت هستید، چقدر است؟,17- کدام روش رزرو کردن خودرو را ترجیح می‌دهید؟,18- حداکثر چه زمانی تحمل برای در دسترس شدن خودرو در مکان های مشخص شده  دارید؟,19- حداکثر مسافتی که برای رسیدن به خودرو حاضر هستید پیاده روی کنید چقدر است؟,20- اگر فاصله خودرو بیشتر از این مقادیر بود ترجیح می‌دهید چگونه تا خودروی رزروی بروید؟,21- بیشترین نگرانی های شما در استفاده از خودروی اشتراکی چیست؟(چند گزینه قابل انتخاب است),در سوال قبلی اگر پاسختان در گزینه ها نیست، آن را بنویسید ,اگردر قسمت قبلی جوابتان (بله) است. فرض کنید سیستم اشتراک گذاری خودرو به درستی اجرایی شود،آیا ممکن است از خرید خودروی جدید منصرف شوید؟,,22- اگر در مقصدتان جای پارک خودرو نباشد یا به سختی پیدا شود ، چه مقدار تمایل به استفاده از خودروی شخصی برای رفتن به آن مقصد دارید؟,ممنون از کمک بزرگی که به انجام این پروژه کردین
12/5/2018 19:15:57,ali-k,18-25,مرد,3 نفر,مجرد,فوق لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,خیر,خیر,یکبار یا دوبار در هفته,سه تا چهار بار در هفته,یکبار یا دوبار در هفته,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,مکان مناسبی نیست.,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,حدود 1 کیلومتر,کنسل می‌کنم,بالا بودن هزینه کرایه,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 19:20:15,نیلوفر ,زیر 18 سال,زن,3 نفر,مجرد,لیسانس,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,1,بله,2,شاسی بلند,بله,خیر,اکثر روزها,اکثر روزها,به ندرت (ماهی یک یا دو بار),به ندرت(در سال چند بار),بین 20 تا 30,بله,اصلا آشنایی نداشتم,زیاد,خیلی زیاد,بله,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس زمان(ساعت),حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,دور بودن خودروهای در دسترس,,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 19:52:09,Blue,25-35,زن,4 نفر,مجرد,دکتری,دانشجو,بین 3 تا 6ملیون تومان,,بله,3,سدان,خیر,بله,یکبار یا دوبار در هفته,اکثر روزها,دوچرخه ندارم,به ندرت(در سال چند بار),بین 10 تا 20,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 15 دقیقه,حدود 500 متر,کنسل می‌کنم,تصادف,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 19:58:54,محمد حبیبی,25-35,مرد,5 نفر و بیشتر,مجرد,لیسانس,دانشجو,کمتر از 1.5 ملیون تومان,0,بله,2,شاسی بلند,خیر,بله,یکبار یا دوبار در هفته,سوار نمی شوم,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 40 تا 50,بله,اصلا آشنایی نداشتم,متوسط,متوسط,بله,خیر,می فروشم,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,5 دقیقه و کمتر,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,بالا بودن هزینه کرایه,,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 20:36:40,فرزین,35-45,مرد,4 نفر,متاهل,دیپلم,موارد دیگر,کمتر از 1.5 ملیون تومان,1,بله,0,دیگر,بله,خیر,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),یکبار یا دوبار در هفته,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,خیلی زیاد,خیلی زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 21:05:25,خدامنده رحمانی,بالای 45,مرد,,متاهل,دیپلم,موارد دیگر,بین 1.5 تا 3 ملیون تومان,1,بله,2,دیگر,بله,بله,سه تا چهار بار در هفته,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,کم,زیاد,بله,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 21:15:27,بابک,بالای 45,مرد,4 نفر,متاهل,دکتری,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,,,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,به ندرت(در سال چند بار),بین 40 تا 50,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,بالا بودن هزینه کرایه,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 21:28:33,بهنوش,18-25,زن,5 نفر و بیشتر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,خیر,3,دیگر,خیر,خیر,سه تا چهار بار در هفته,یکبار یا دوبار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,اخه اگه دست ادم ناشی بیوفته و خسارت ب بار بیاره ترجیح میدم ب کسی ندم,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 21:37:50,Zar,18-25,زن,4 نفر,مجرد,دیپلم,دانشجو,کمتر از 1.5 ملیون تومان,1,خیر,2,دیگر,خیر,خیر,یکبار یا دوبار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 30 تا 40,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,چون ندارم,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 1.5 کیلومتر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 21:53:40,علی,25-35,مرد,2 نفر,متاهل,فوق لیسانس,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,بله,خیر,اکثر روزها,سوار نمی شوم,اکثر روزها,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,زیاد,زیاد,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,5 دقیقه و کمتر,حدود 500 متر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 22:04:19,کیوان,بالای 45,مرد,5 نفر و بیشتر,متاهل,دیپلم,موارد دیگر,بین 3 تا 6ملیون تومان,1,بله,3,سدان,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 30 تا 40,بله,اصلا آشنایی نداشتم,متوسط,زیاد,بله,خیر,حوصله کارکردن راندارم,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,حدود 10 دقیقه,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,دور بودن خودروهای در دسترس,,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/5/2018 22:34:06,مهدی,35-45,مرد,3 نفر,متاهل,دکتری,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,1,بله,0,شاسی بلند,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بیشتر از 50,بله,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 22:52:29,علی صبوحانیان,25-35,مرد,3 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,2,هاچ بک,بله,خیر,سه تا چهار بار در هفته,سه تا چهار بار در هفته,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,خیر,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,خیر,مخاطرات,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/5/2018 23:15:02,پوریا,25-35,مرد,5 نفر و بیشتر,مجرد,لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,3,بله,3,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,چون کسی دلش برا ماشین ادم نمیسوزه و داغونش میکنه,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 23:16:25,مریم,25-35,زن,3 نفر,متاهل,فوق لیسانس,خانه دار,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,خیر,اصلا آشنایی نداشتم,ندارم,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, مسائل بهداشتی",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/5/2018 23:32:33,خدامنده رحمانی,بالای 45,مرد,,,دیپلم,موارد دیگر,بین 1.5 تا 3 ملیون تومان,,بله,,,بله,بله,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,دوچرخه ندارم,,کمتر از 10,بله,تا حدودی آشنایی داشتم,زیاد,متوسط,بله,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,پیاده روی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/5/2018 23:33:20,نازی,25-35,زن,4 نفر,متاهل,لیسانس,موارد دیگر,بین 3 تا 6ملیون تومان,2,بله,2,دیگر,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,کم,کم,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,دور بودن خودروهای در دسترس,,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/6/2018 8:19:07,علی هنریان,25-35,مرد,,متاهل,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,هاچ بک,بله,بله,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,خیر,تا حدودی آشنایی داشتم,متوسط,خیلی زیاد,خیر,خیر,هزینه های بالای خودرو در صورت خرابی,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/6/2018 12:26:31,Sadegh,25-35,مرد,4 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,2,بله,2,سدان,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,یکبار یا دوبار در هفته,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,خیلی زیاد,خیر,بله,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
